Filename,Title,Artist,Album,Year,Genre,Rating,Grouping,Mood
\\SNEMALNICA\server2k3\GLASBA31\hd 38431.MP3,???,???,GLASBA31,2012,,UNKNOWN,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018\Various Artists - Klubski maraton 2018 - 01 KM18 Popotnica.flac,KM18 POPOTNICA,KM18 POPOTNICA,KLUBSKI MARATON 2018,2018,JINGLE,JINGLE,SLOVENSKA,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\02 - Apory Museum - Age Of... (KM18).mp3",AGE OF... (KM18),APORY MUSEUM,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\02 - Apory Museum - Age Of....mp3",AGE OF...,APORY MUSEUM,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\03 - Apory Museum - The Fold (KM18).mp3",THE FOLD (KM18),APORY MUSEUM,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\03 - Apory Museum - The Fold.mp3",THE FOLD,APORY MUSEUM,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\04 - Balans - Na isti strani reke (KM18).mp3",NA ISTI STRANI REKE (KM18),BALANS,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\04 - Balans - Na isti strani reke.mp3",NA ISTI STRANI REKE,BALANS,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\05 - Balans - V vrsti stojim (KM18).mp3",V VRSTI STOJIM (KM18),BALANS,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\05 - Balans - V vrsti stojim.mp3",V VRSTI STOJIM,BALANS,KLUBSKI MARATON 2018,2018,INDIE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\06 - Baltazar - Animal Transistor (KM18).mp3",ANIMAL TRANSISTOR (KM18),BALTAZAR,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\06 - Baltazar - Animal Transistor.mp3",ANIMAL TRANSISTOR,BALTAZAR,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\07 - Baltazar - Drumich (KM18).mp3",DRUMICH (KM18),BALTAZAR,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\07 - Baltazar - Drumich.mp3",DRUMICH,BALTAZAR,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\08 - China Traffic - P 17 (KM18).mp3",P 17 (KM18),CHINA TRAFFIC,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\08 - China Traffic - P 17.mp3",P 17,CHINA TRAFFIC,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\09 - China Traffic - Sudoku (KM18).mp3",SUDOKU (KM18),CHINA TRAFFIC,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\09 - China Traffic - Sudoku.mp3",SUDOKU,CHINA TRAFFIC,KLUBSKI MARATON 2018,2018,ALTERNATIVE,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\10 - Maskardh - Reverse Utopia (KM18).mp3",REVERSE UTOPIA (KM18),MASKARDH,KLUBSKI MARATON 2018,2018,METAL,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\10 - Maskardh - Reverse Utopia.mp3",REVERSE UTOPIA,MASKARDH,KLUBSKI MARATON 2018,2018,METAL,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\11 - Maskardh - Trills Of Deconstruction (KM18).mp3",TRILLS OF DECONSTRUCTION (KM18),MASKARDH,KLUBSKI MARATON 2018,2018,METAL,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\11 - Maskardh - Trills Of Deconstruction.mp3",TRILLS OF DECONSTRUCTION,MASKARDH,KLUBSKI MARATON 2018,2018,METAL,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\12 - Samuel Blues - Slovani (KM18).mp3",SLOVANI (KM18),SAMUEL BLUES,KLUBSKI MARATON 2018,2018,BLUES,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\12 - Samuel Blues - Slovani.mp3",SLOVANI,SAMUEL BLUES,KLUBSKI MARATON 2018,2018,BLUES,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\13 - Samuel Blues - Submarine Machine (KM18).mp3",SUBMARINE MACHINE (KM18),SAMUEL BLUES,KLUBSKI MARATON 2018,2018,BLUES,DUPLICATE DELETE,,
"\\Player\hd player\__SLOVENSKA__\V. A. - Klubski maratotn 2018 (ZARS, 2018)\13 - Samuel Blues - Submarine Machine.mp3",SUBMARINE MACHINE,SAMUEL BLUES,KLUBSKI MARATON 2018,2018,BLUES,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 01 KM18 Popotnica.mp3,KM18 POPOTNICA,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 02 Apory Museum - Age Of....mp3,AGE OF...,APORY MUSEUM,KLUBSKI MARATON 2018,2018,ALTERNATIVE ROCK,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 03 Apory Museum - The Fold.mp3,THE FOLD,APORY MUSEUM,KLUBSKI MARATON 2018,2018,ALTERNATIVE ROCK,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 04 balans - na isti strani reke.mp3,BALANS - NA ISTI STRANI REKE,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 05 balans - v vrsti stojim.mp3,BALANS - V VRSTI STOJIM,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 06 Baltazar - Animal Transistor.mp3,BALTAZAR - ANIMAL TRANSISTOR,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 07 Baltazar - Drumich.mp3,BALTAZAR - DRUMICH,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 08 China Traffic - P 17.mp3,CHINA TRAFFIC - P 17,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 09 China Traffic - Sudoku.mp3,CHINA TRAFFIC - SUDOKU,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 10 Maskardh - Reverse Utopia.mp3,MASKARDH - REVERSE UTOPIA,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 11 Maskardh - Thrills Of Deconstruction.mp3,MASKARDH - THRILLS OF DECONSTRUCTION,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 12 Samuel Blues - Slovani.mp3,SAMUEL BLUES - SLOVANI,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__SLOVENSKA__\Various Artists - Klubski maraton 2018 - 13 Samuel Blues - Submarine Machine.mp3,SAMUEL BLUES - SUBMARINE MACHINE,VARIOUS ARTISTS,KLUBSKI MARATON 2018,2018,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\GERT\19.12.2018\scallops hotel - sovereign nose of (y)our arrogant face - 01 a terror way beyond falling.mp3,A TERROR WAY BEYOND FALLING,SCALLOPS HOTEL,SOVEREIGN NOSE OF (Y)OUR ARROGANT FACE,2018,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Ambasador Rous_mixdown.mp3,AMBASADOR ROUS_MIXDOWN,,__TUJINA__,2017,BLUES,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Esco Freestyle.mp3",ESCO FREESTYLE,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Escrow 2.mp3",ESCROW 2,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Escrow 3.mp3",ESCROW 3,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Escrow.mp3",ESCROW,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD;ELECTRONIC;HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Flames.mp3",FLAMES,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Greezebloc.mp3",GREEZEBLOC,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD;ELECTRONIC;HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Hells Angels.mp3",HELLS ANGELS,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Juice.mp3",JUICE,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Killuminatti.mp3",KILLUMINATTI,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Message.mp3",MESSAGE,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Motivation.mp3",MOTIVATION,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - N.A.Z..mp3",N.A.Z.,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Platinum Cookies.mp3",PLATINUM COOKIES,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - PROLIFIC DEAMONS.mp3",PROLIFIC DEAMONS,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD;ELECTRONIC;HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Shook.mp3",SHOOK,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Stealth Intro.mp3",STEALTH INTRO,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Stealth Outro.mp3",STEALTH OUTRO,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - Stealth.mp3",STEALTH,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather - The Realness.mp3",THE REALNESS,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather; Arca - Deep.mp3",DEEP,BABYFATHER; ARCA,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather; Arca - Meditation (feat. Arca).mp3",MEDITATION,BABYFATHER,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD;ELECTRONIC;HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather; Arca - Snm.mp3",SNM,BABYFATHER; ARCA,BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
"\\Player\hd player\__TUJINA__\Babyfather - BBF Hosted by DJ Escrow (Hyperdub, 2016)\Babyfather; Micachu) - God Hour.mp3",GOD HOUR,BABYFATHER; MICACHU),BBF HOSTED BY DJ ESCROW,2016,LEFTFIELD; ELECTRONIC; HIP-HOP,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Salut C'est Cool\Mon premier EP\01 Techno toujours pareil 1.mp3,TECHNO TOUJOURS PAREIL,SALUT C'EST COOL,MON PREMIER EP,2015,ELECTRO,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\05_Wallflower_GB_CFB_15_00104.wav,05_WALLFLOWER_GB_CFB_15_00104,MATT COLTON AT ALCHEMY MASTERING,GLASBA54,2015,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\01-johann_sebastian_bass-incantatio.mp3,INCANTATIO,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\02-johann_sebastian_bass-heart_of_stone.mp3,HEART OF STONE,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\03-johann_sebastian_bass-marmalade_skies.mp3,MARMALADE SKIES,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\04-johann_sebastian_bass-osterfladen.mp3,OSTERFLADEN,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\05-johann_sebastian_bass-choral_de_domenico.mp3,CHORAL DE DOMENICO,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\06-johann_sebastian_bass-major_dom.mp3,MAJOR DOM,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\07-johann_sebastian_bass-voodoo.mp3,VOODOO,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\08-johann_sebastian_bass-shine.mp3,SHINE,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\09-johann_sebastian_bass-woman.mp3,WOMAN,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\10-johann_sebastian_bass-bass.mp3,BASS,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\11-johann_sebastian_bass-moonstruck.mp3,MOONSTRUCK,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\12-johann_sebastian_bass-shiver.mp3,SHIVER,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\13-johann_sebastian_bass-in_saeculo_machinum.mp3,IN SAECULO MACHINUM,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\JOHANN SEBASTIAN BASS - SUGAR SUITE [2014]\14-johann_sebastian_bass-the_untergang.mp3,THE UNTERGANG,JOHANN SEBASTIAN BASS,SUGAR SUITE WEB,2014,ELECTRONIC,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA50\- 01 COAT OF ARMS.MP3,01 COAT OF ARMS,LIV WARFIELD,The Unexpected,2014,R&B,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\?????? - ?????????? ????? ???? ? ???????? ????.mp3,?????????? ????? ???? ? ???????? ????,??????,??????? ????-??????,2014,MINIMAL WAVE,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\Vashti Bunyan - Train Song.mp3,TRAIN SONG,VASHTI BUNYAN,TRUE DETECTIVE - OST BY T BONE BOURNETT,2014,DELETE,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\Withdrawn).mp3,CONQUEROR (REMORSE / WITHDRAWN),CLAP! CLAP!,TAYI BEBBA,2014,ELECTRO,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA50\hd 54933.MP3\Kunsang Namgyal (S.S.N.)-1-03 Album Search For New Part ?1 2010 - 2011.mp3,Kunsang Namgyal 1 03 2010 2011,Kunsang Namgyal,????? ??????,2013,255,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA50\KLEEMAR - MADE IN MY HAND.MP3,MADE IN MY HAND,KLEEMAR,Banana Split,2013,ELECTRO POP,DUPLICATE DELETE,SLOVENSKA,SREDNJI TEMPO
\\SNEMALNICA\server2k3\GLASBA50\TRUS! - MOVIE STAR.MP3,MOVIE STAR,TRUS!,Banana Split,2013,ELECTRO POP,DUPLICATE DELETE,SLOVENSKA,SREDNJI TEMPO
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - ABUSEMENT RIDE.mp3,ABUSEMENT RIDE,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - AFRICAN GEISHA.mp3,AFRICAN GEISHA,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - BALKANIK.mp3,BALKANIK,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - DIEGO MARADONA.mp3,DIEGO MARADONA,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - ELLENROUTIR.mp3,ELLENROUTIR,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - KYRIE.mp3,KYRIE,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - RACHAEL'S RUN.mp3,RACHAEL'S RUN,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - STROKE.mp3,STROKE,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA54\AUFGANG - VERTIGE.mp3,VERTIGE,AUFGANG,ISTIKLALIYA,2013,ALT.ROCK,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA31\hd 39289.MP3,VOCA NOMEN TUUM,FORSS,GLASBA31,2012,NOVO,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\01 My Boy (Twin Fantasy).mp3,MY BOY (TWIN FANTASY),CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\02 Beach Life-In-Death.mp3,BEACH LIFE-IN-DEATH,CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\03 Stop Smoking.mp3,STOP SMOKING,CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\04 Sober To Death.mp3,SOBER TO DEATH,CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\05 Nervous Young Inhumans.mp3,NERVOUS YOUNG INHUMANS,CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\06 Bodys.mp3,BODYS,CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\08 High To Death.mp3,HIGH TO DEATH,CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\09 Famous Prophets (Minds).mp3,FAMOUS PROPHETS (MINDS),CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\Player\hd player\__TUJINA__\Car Seat Headrest - Twin Fantasy (2018)\10 Twin Fantasy (Those Boys).mp3,TWIN FANTASY (THOSE BOYS),CAR SEAT HEADREST,TWIN FANTASY,2011,,DUPLICATE DELETE,,
\\SNEMALNICA\server2k3\GLASBA50\DRASLER KARLOVCEC DRASLER TRIO - LIVE MKSMC KOPER.MP3,LIVE MKSMC KOPER,DRASLER KARLOVCEC DRASLER TRIO,DEMO,2013,JAZZ,CEL KONCERT,SLOVENSKA,
\\Player\hd player\__TUJINA__\[2019] Darkthrone - Old Star\06. I Muffle Your Inner Choir.mp3,I MUFFLE YOUR INNER CHOIR,DARKTHRONE,OLD STAR,2019,BLACK METAL,2,,
\\Player\hd player\__TUJINA__\[2019] Darkthrone - Old Star\07. The Hardship of the Scots.mp3,THE HARDSHIP OF THE SCOTS,DARKTHRONE,OLD STAR,2019,BLACK METAL,2,,
\\Player\hd player\__TUJINA__\[2019] Darkthrone - Old Star\08. Old Star.mp3,OLD STAR,DARKTHRONE,OLD STAR,2019,BLACK METAL,2,,
\\Player\hd player\__TUJINA__\[2019] Darkthrone - Old Star\09. Alp Man.mp3,ALP MAN,DARKTHRONE,OLD STAR,2019,BLACK METAL,2,,
